Model Year,Make,Model,Car_or_Truck,Vehicle Class,Engine Size(L),Engine Size Rank,Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,CarNumber,,
2022,Land Rover,Range Rover Sport P525,Cars,SUV: Standard,5,4.8,8,AS8,4,14.1,10.7,12.6,22,294,4,3,1581,331.38,2.333333333
2022,Land Rover,Range Rover Sport P575 SVR,Cars,SUV: Standard,5,4.8,8,AS8,4,16.2,12,14.3,20,336,3,3,1582,376.09,2.34965035
2022,Lexus,IS 500,Cars,Compact,5,4.8,8,AS8,4,14.1,9.3,11.9,24,280,4,5,1591,312.97,2.352941176
2022,Lexus,LC 500,Cars,Subcompact,5,4.8,8,AS10,4,15.1,9.6,12.6,22,294,4,5,1592,331.38,2.333333333
2022,Lexus,LC 500 Convertible,Cars,Minicompact,5,4.8,8,AS10,4,16,9.5,13,22,304,3,5,1593,341.9,2.338461538
2022,Lexus,RC F,Cars,Subcompact,5,4.8,8,AS8,4,14.4,9.6,12.2,23,285,4,5,1604,320.86,2.336065574
2022,Lexus,GX 460,Cars,SUV: Standard,4.6,4.2,8,AS6,4,16.2,12.3,14.5,19,337,3,3,1587,381.35,2.324137931
2022,BMW,750i xDrive Sedan,Cars,Full-size,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1078,315.6,2.325
2022,BMW,750Li xDrive Sedan,Cars,Full-size,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1079,315.6,2.325
2022,BMW,Alpina B7,Cars,Full-size,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1080,315.6,2.325
2022,BMW,Alpina B8 Gran Coupe,Cars,Mid-size,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1081,315.6,2.325
2022,BMW,Alpina XB7,Cars,SUV: Standard,4.4,4.2,8,AS8,4,15.7,11.5,13.8,20,321,3,3,1082,362.94,2.326086957
2022,BMW,M5 Sedan,Cars,Mid-size,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1096,362.94,2.333333333
2022,BMW,M5 Competition,Cars,Mid-size,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1097,362.94,2.333333333
2022,BMW,M5 CS,Cars,Mid-size,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1098,362.94,2.333333333
2022,BMW,M550i xDrive Sedan,Cars,Mid-size,4.4,4.2,8,AS8,4,13.5,9.3,11.6,24,271,4,3,1099,305.08,2.336206897
2022,BMW,M8 Cabriolet,Cars,Subcompact,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1101,362.94,2.333333333
2022,BMW,M8 Cabriolet Competition,Cars,Subcompact,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1102,362.94,2.333333333
2022,BMW,M8 Coupe,Cars,Subcompact,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1103,362.94,2.333333333
2022,BMW,M8 Coupe Competition,Cars,Subcompact,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1104,362.94,2.333333333
2022,BMW,M8 Gran Coupe,Cars,Mid-size,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1105,362.94,2.333333333
2022,BMW,M8 Gran Coupe Competition,Cars,Mid-size,4.4,4.2,8,AS8,4,16.1,11,13.8,20,322,3,3,1106,362.94,2.333333333
2022,BMW,M850i xDrive Cabriolet,Cars,Subcompact,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1107,315.6,2.325
2022,BMW,M850i xDrive Coupe,Cars,Subcompact,4.4,4.2,8,AS8,4,13.5,9.3,11.6,24,271,4,3,1108,305.08,2.336206897
2022,BMW,M850i xDrive Gran Coupe,Cars,Mid-size,4.4,4.2,8,AS8,4,13.9,9.6,12,24,279,4,3,1109,315.6,2.325
2022,BMW,X5 M,Cars,SUV: Standard,4.4,4.2,8,AS8,4,17.9,13,15.7,18,364,2,3,1122,412.91,2.318471338
2022,BMW,X5 M Competition,Cars,SUV: Standard,4.4,4.2,8,AS8,4,17.9,13,15.7,18,364,2,3,1123,412.91,2.318471338
2022,BMW,X5 M50i,Cars,SUV: Standard,4.4,4.2,8,AS8,4,14.4,10.6,12.7,22,302,3,3,1124,334.01,2.377952756
2022,BMW,X6 M,Cars,SUV: Standard,4.4,4.2,8,AS8,4,17.9,13,15.7,18,364,2,3,1126,412.91,2.318471338
2022,BMW,X6 M Competition,Cars,SUV: Standard,4.4,4.2,8,AS8,4,17.9,13,15.7,18,364,2,3,1127,412.91,2.318471338
2022,BMW,X6 M50i,Cars,SUV: Standard,4.4,4.2,8,AS8,4,14.4,10.6,12.7,22,302,3,3,1128,334.01,2.377952756
2022,BMW,X7 M50i,Cars,SUV: Standard,4.4,4.2,8,AS8,4,15.7,11.5,13.8,20,321,3,3,1130,362.94,2.326086957
2022,Aston Martin,DB11 V8,Cars,Minicompact,4,3.6,8,A8,4,13,9.8,11.5,25,271,4,5,1015,302.45,2.356521739
2022,Aston Martin,DBX V8,Cars,SUV: Standard,4,3.6,8,A9,4,16.8,11.9,14.6,19,343,3,5,1018,383.98,2.349315068
2022,Aston Martin,Vantage V8,Cars,Two-seater,4,3.6,8,A8,4,13.1,9.6,11.5,25,270,4,5,1019,302.45,2.347826087
2022,Audi,RS 6 Avant quattro,Cars,Station wagon: Mid-size,4,3.6,8,AS8,4,16.1,10.7,13.7,21,319,3,3,1046,360.31,2.328467153
2022,Audi,RS 7 Sportback quattro,Cars,Mid-size,4,3.6,8,AS8,4,16,10.5,13.5,21,315,3,3,1047,355.05,2.333333333
2022,Audi,RS Q8 quattro,Cars,SUV: Standard,4,3.6,8,AS8,4,18,12.3,15.4,18,360,2,3,1048,405.02,2.337662338
2022,Audi,S8 Sedan quattro,Cars,Full-size,4,3.6,8,AS8,4,16.9,10.2,13.8,20,323,3,3,1056,362.94,2.34057971
2022,Audi,SQ7 quattro,Cars,SUV: Standard,4,3.6,8,AS8,4,16,11.4,13.9,20,325,3,3,1059,365.57,2.338129496
2022,Audi,SQ8 quattro,Cars,SUV: Standard,4,3.6,8,AS8,4,16,11.4,13.9,20,325,3,3,1060,365.57,2.338129496
2022,Bentley,Bentayga,Cars,SUV: Standard,4,3.6,8,AS8,4,15.8,9.9,13.2,21,309,3,3,1065,347.16,2.340909091
2022,Bentley,Continental GT,Cars,Subcompact,4,3.6,8,AM8,4,14.9,9,12.2,23,287,4,3,1067,320.86,2.352459016
2022,Bentley,Continental GT Convertible,Cars,Minicompact,4,3.6,8,AM8,4,15.2,9.2,12.5,23,294,4,3,1069,328.75,2.352
2022,Bentley,Flying Spur,Cars,Mid-size,4,3.6,8,AM8,4,15.5,11.6,13.7,21,323,3,3,1071,360.31,2.357664234
2022,Lamborghini,Urus,Cars,SUV: Standard,4,3.6,8,AS8,4,19.2,14.1,16.9,17,384,2,3,1564,444.47,2.272189349
2022,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Cars,Full-size,4,3.6,8,A9,4,15.2,9.9,12.9,22,301,3,5,1691,339.27,2.333333333
2022,Mercedes-Benz,S 580 4MATIC LWB Sedan,Cars,Full-size,4,3.6,8,A9,4,14.3,9.5,12.2,23,285,4,5,1696,320.86,2.336065574
2022,Porsche,Cayenne GTS,Cars,SUV: Standard,4,3.6,8,AS8,4,15.8,12.3,14.2,20,331,3,3,1804,373.46,2.330985915
2022,Porsche,Cayenne GTS Coupe,Cars,SUV: Standard,4,3.6,8,AS8,4,15.2,12.4,14,20,326,3,3,1805,368.2,2.328571429
2022,Porsche,Cayenne Turbo,Cars,SUV: Standard,4,3.6,8,AS8,4,16.8,12.4,14.8,19,343,3,3,1806,389.24,2.317567568
2022,Porsche,Cayenne Turbo Coupe,Cars,SUV: Standard,4,3.6,8,AS8,4,15.9,12,14.1,20,330,3,3,1807,370.83,2.340425532
2022,Porsche,Cayenne Turbo GT,Cars,SUV: Standard,4,3.6,8,AS8,4,16.8,12.4,14.8,19,345,3,3,1808,389.24,2.331081081
2022,Porsche,Panamera GTS,Cars,Full-size,4,3.6,8,AM8,4,15.7,11.2,13.7,21,323,3,3,1819,360.31,2.357664234
2022,Porsche,Panamera GTS ST,Cars,Full-size,4,3.6,8,AM8,4,15.7,11.8,13.9,20,323,3,3,1820,365.57,2.323741007
2022,Porsche,Panamera Turbo S,Cars,Full-size,4,3.6,8,AM8,4,15.3,11.2,13.5,21,326,3,3,1821,355.05,2.414814815
2022,Porsche,Panamera Turbo S Executive,Cars,Full-size,4,3.6,8,AM8,4,15.3,11.2,13.5,21,326,3,3,1822,355.05,2.414814815
2022,Porsche,Panamera Turbo S ST,Cars,Full-size,4,3.6,8,AM8,4,15.3,11.2,13.5,21,326,3,3,1823,355.05,2.414814815
2022,Maserati,Ghibli Trofeo,Cars,Mid-size,3.8,3.6,8,A8,4,17.4,11.9,14.9,19,348,3,1,1621,391.87,2.33557047
2022,Maserati,Levante Modena V8,Cars,SUV: Standard,3.8,3.6,8,A8,4,17.4,12,15,19,349,3,1,1624,394.5,2.326666667
2022,Maserati,Levante Trofeo,Cars,SUV: Standard,3.8,3.6,8,A8,4,17.4,12,15,19,349,3,1,1625,394.5,2.326666667
2022,Maserati,Quattroporte Trofeo,Cars,Full-size,3.8,3.6,8,A8,4,17.4,11.9,14.9,19,348,3,1,1630,391.87,2.33557047
2022,Porsche,718 Boxster GTS 4.0,Cars,Two-seater,4,3.6,6,AM7,4,12.3,9.8,11.1,25,260,4,5,1753,291.93,2.342342342
2022,Porsche,718 Boxster GTS 4.0,Cars,Two-seater,4,3.6,6,M6,4,14,10,12.2,23,284,4,5,1754,320.86,2.327868852
2022,Porsche,718 Cayman GT4,Cars,Two-seater,4,3.6,6,AM7,4,13,9.9,11.6,24,271,4,5,1761,305.08,2.336206897
2022,Porsche,718 Cayman GT4,Cars,Two-seater,4,3.6,6,M6,4,14,10.1,12.2,23,286,4,5,1762,320.86,2.344262295
2022,Porsche,718 Cayman GTS 4.0,Cars,Two-seater,4,3.6,6,AM7,4,12.3,9.8,11.1,25,260,4,5,1763,291.93,2.342342342
2022,Porsche,718 Cayman GTS 4.0,Cars,Two-seater,4,3.6,6,M6,4,14,10,12.2,23,284,4,5,1764,320.86,2.327868852
2022,Porsche,718 Spyder,Cars,Two-seater,4,3.6,6,AM7,4,13,9.9,11.6,24,271,4,5,1765,305.08,2.336206897
2022,Porsche,718 Spyder,Cars,Two-seater,4,3.6,6,M6,4,14,10.1,12.2,23,286,4,5,1766,320.86,2.344262295
2022,Porsche,911 GT3,Cars,Minicompact,4,3.6,6,AM7,4,15.6,12.7,14.3,20,334,3,3,1787,376.09,2.335664336
2022,Porsche,911 GT3,Cars,Minicompact,4,3.6,6,M6,4,17,13.1,15.2,19,355,3,3,1788,399.76,2.335526316
2022,Porsche,911 GT3 Touring,Cars,Minicompact,4,3.6,6,AM7,4,15.7,12.7,14.4,20,335,3,3,1789,378.72,2.326388889
2022,Porsche,911 GT3 Touring,Cars,Minicompact,4,3.6,6,M6,4,16.9,13.1,15.2,19,354,3,3,1790,399.76,2.328947368
2022,Toyota,4Runner 4WD,Cars,SUV: Standard,4,3.6,6,AS5,3,14.9,12.6,13.8,20,323,3,5,1866,362.94,2.34057971
2022,Toyota,4Runner 4WD (Part-Time 4WD) ,Cars,SUV: Standard,4,3.6,6,AS5,3,14.8,12.5,13.8,20,321,3,5,1867,362.94,2.326086957
2022,Hyundai,Palisade AWD,Cars,SUV: Standard,3.8,3.6,6,AS8,3,12.3,9.6,11.1,25,265,4,5,1466,291.93,2.387387387
2022,Kia,Telluride AWD,Cars,SUV: Small,3.8,3.6,6,AS8,3,12.7,9.7,11.3,25,266,4,5,1556,297.19,2.353982301
2022,Nissan,Frontier,Trucks,Pickup truck: Standard,3.8,3.6,6,AS9,3,12.8,9.5,11.3,25,266,4,5,1727,297.19,2.353982301
2022,Nissan,Frontier 4WD,Trucks,Pickup truck: Standard,3.8,3.6,6,AS9,3,13.7,10.6,12.3,23,288,4,5,1728,323.49,2.341463415
2022,Porsche,911 Turbo,Cars,Minicompact,3.7,3.6,6,AM8,4,15.2,11.9,13.7,21,321,3,5,1796,360.31,2.343065693
2022,Porsche,911 Turbo Cabriolet,Cars,Minicompact,3.7,3.6,6,AM8,4,15.6,11.8,13.9,20,324,3,5,1797,365.57,2.330935252
2022,Porsche,911 Turbo S,Cars,Minicompact,3.7,3.6,6,AM8,4,15.3,11.8,13.7,21,321,3,5,1798,360.31,2.343065693
2022,Porsche,911 Turbo S Cabriolet,Cars,Minicompact,3.7,3.6,6,AM8,4,16,11.8,14.1,20,328,3,5,1799,370.83,2.326241135
2022,Buick,Enclave,Cars,SUV: Standard,3.6,3,6,A9,3,13,9.1,11.2,25,263,4,6,1136,294.56,2.348214286
2022,Buick,Enclave AWD,Cars,SUV: Standard,3.6,3,6,A9,3,13.6,9.6,11.8,24,277,4,6,1137,310.34,2.347457627
2022,Cadillac,CT4-V Blackwing,Cars,Compact,3.6,3,6,AS10,4,15,9.7,12.6,22,297,4,5,1151,331.38,2.357142857
2022,Cadillac,CT4-V Blackwing,Cars,Compact,3.6,3,6,M6,4,15.2,10.2,13,22,303,3,5,1152,341.9,2.330769231
2022,Cadillac,XT5 AWD,Cars,SUV: Small,3.6,3,6,AS9,3,12.9,9.2,11.2,25,263,4,6,1168,294.56,2.348214286
2022,Cadillac,XT6 AWD,Cars,SUV: Small,3.6,3,6,AS9,3,13.1,9.5,11.5,25,269,4,6,1170,302.45,2.339130435
2022,Chevrolet,Blazer,Cars,SUV: Small,3.6,3,6,A9,3,12.3,8.8,10.7,26,252,5,6,1172,281.41,2.355140187
2022,Chevrolet,Blazer AWD,Cars,SUV: Small,3.6,3,6,A9,3,12.6,9.2,11,26,259,4,6,1174,289.3,2.354545455
2022,Chevrolet,Camaro,Cars,Subcompact,3.6,3,6,AS10,3,12.8,8.1,10.7,26,251,5,6,1177,281.41,2.345794393
2022,Chevrolet,Camaro,Cars,Subcompact,3.6,3,6,M6,3,14.4,9.1,12,24,281,4,6,1178,315.6,2.341666667
2022,Chevrolet,Colorado,Trucks,Pickup truck: Small,3.6,3,6,A8,3,12.9,9.3,11.3,25,263,4,6,1185,297.19,2.327433628
2022,Chevrolet,Colorado 4WD,Trucks,Pickup truck: Small,3.6,3,6,A8,3,14,9.9,12.1,23,283,4,6,1188,318.23,2.338842975
2022,Chevrolet,Colorado ZR2 4WD,Trucks,Pickup truck: Small,3.6,3,6,A8,3,15,13,14.1,20,329,3,6,1190,370.83,2.333333333
2022,Chevrolet,Traverse,Cars,SUV: Standard,3.6,3,6,A9,3,13,8.8,11.1,25,260,4,6,1247,291.93,2.342342342
2022,Chevrolet,Traverse AWD,Cars,SUV: Standard,3.6,3,6,A9,3,13.6,9.6,11.8,24,277,4,6,1248,310.34,2.347457627
2022,Chrysler,300,Cars,Full-size,3.6,3,6,A8,3,12.4,7.8,10.3,27,242,5,5,1251,270.89,2.349514563
2022,Chrysler,300 AWD,Cars,Full-size,3.6,3,6,A8,3,12.8,8.7,11,26,258,4,5,1253,289.3,2.345454545
2022,Chrysler,Grand Caravan,Trucks,Minivan,3.6,3,6,A9,3,12.4,8.4,10.6,27,249,5,5,1254,278.78,2.349056604
2022,Chrysler,Pacifica,Trucks,Minivan,3.6,3,6,A9,3,12.4,8.4,10.6,27,249,5,5,1255,278.78,2.349056604
2022,Chrysler,Pacifica AWD,Trucks,Minivan,3.6,3,6,A9,3,14.1,9.4,12,24,279,4,5,1256,315.6,2.325
2022,Dodge,Challenger,Cars,Mid-size,3.6,3,6,A8,3,12.4,7.8,10.3,27,242,5,5,1257,270.89,2.349514563
2022,Dodge,Challenger AWD,Cars,Mid-size,3.6,3,6,A8,3,12.8,8.7,11,26,258,4,5,1262,289.3,2.345454545
2022,Dodge,Charger,Cars,Full-size,3.6,3,6,A8,3,12.4,7.8,10.3,27,242,5,5,1269,270.89,2.349514563
2022,Dodge,Charger AWD,Cars,Full-size,3.6,3,6,A8,3,12.8,8.7,11,26,258,4,5,1272,289.3,2.345454545
2022,Dodge,Durango AWD,Cars,SUV: Standard,3.6,3,6,A8,3,12.7,9.6,11.3,25,265,4,7,1275,297.19,2.345132743
2022,GMC,Acadia,Cars,SUV: Standard,3.6,3,6,A9,3,12.3,8.8,10.7,26,252,5,6,1377,281.41,2.355140187
2022,GMC,Acadia AWD,Cars,SUV: Standard,3.6,3,6,A9,3,12.6,9.2,11,26,259,4,6,1379,289.3,2.354545455
2022,GMC,Canyon,Trucks,Pickup truck: Small,3.6,3,6,A8,3,12.9,9.3,11.3,25,263,4,6,1382,297.19,2.327433628
2022,GMC,Canyon 4WD,Trucks,Pickup truck: Small,3.6,3,6,A8,3,14,9.9,12.1,23,283,4,6,1385,318.23,2.338842975
2022,Jeep,Gladiator 4X4,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,13.7,10.7,12.3,23,290,4,7,1509,323.49,2.357723577
2022,Jeep,Gladiator 4X4,Trucks,Pickup truck: Standard,3.6,3,6,M6,3,14.3,10.4,12.6,22,296,4,5,1510,331.38,2.349206349
2022,Jeep,Grand Cherokee 4X4,Cars,SUV: Standard,3.6,3,6,A8,3,12.3,9.2,10.9,26,256,5,7,1511,286.67,2.348623853
2022,Jeep,Grand Cherokee L 4X4,Cars,SUV: Standard,3.6,3,6,A8,3,13,9.4,11.3,25,266,4,7,1513,297.19,2.353982301
2022,Jeep,Grand Cherokee WK 4X4,Cars,SUV: Standard,3.6,3,6,A8,3,12.7,9.6,11.3,25,265,4,7,1515,297.19,2.345132743
2022,Jeep,Wrangler JL 4X4,Cars,SUV: Small,3.6,3,6,A8,3,12.8,10.4,11.8,24,274,4,7,1522,310.34,2.322033898
2022,Jeep,Wrangler JL 4X4 eTorque,Cars,SUV: Small,3.6,3,6,A8,3,12,9.8,11,26,258,4,5,1523,289.3,2.345454545
2022,Jeep,Wrangler JL 4X4,Cars,SUV: Small,3.6,3,6,M6,3,13.7,9.6,11.8,24,277,4,5,1524,310.34,2.347457627
2022,Jeep,Wrangler JL Unlimited 4X4,Cars,SUV: Small,3.6,3,6,A8,3,12.9,10.2,11.7,24,275,4,7,1528,307.71,2.35042735
2022,Jeep,Wrangler JL Unlimited 4X4 eTorque,Cars,SUV: Small,3.6,3,6,A8,3,12.3,9.9,11.2,25,262,4,5,1529,294.56,2.339285714
2022,Jeep,Wrangler JL Unlimited 4X4,Cars,SUV: Small,3.6,3,6,M6,3,13.8,10.1,12.2,23,285,4,5,1530,320.86,2.336065574
2022,Ram,1500 eTorque,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,11.9,9.4,10.8,26,253,5,5,1826,284.04,2.342592593
2022,Ram,1500 HFE eTorque,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,11.6,9,10.4,27,245,5,5,1827,273.52,2.355769231
2022,Ram,1500 4X4 eTorque,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,12.2,9.7,11.1,25,260,4,5,1831,291.93,2.342342342
2022,Ram,1500 Classic,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,13.9,9.6,11.9,24,280,4,3,1835,312.97,2.352941176
2022,Ram,1500 Classic 4X4,Trucks,Pickup truck: Standard,3.6,3,6,A8,3,14.5,10.2,12.6,22,295,4,3,1837,331.38,2.341269841
2022,Volkswagen,Atlas 4MOTION,Cars,SUV: Small,3.6,3,6,AS8,3,13.8,10.2,12.2,23,286,4,5,1918,320.86,2.344262295
2022,Volkswagen,Atlas Cross Sport 4MOTION,Cars,SUV: Small,3.6,3,6,AS8,3,13.1,10,11.7,24,275,4,5,1920,307.71,2.35042735
2022,Acura,MDX SH-AWD,Cars,SUV: Small,3.5,3,6,AS10,4,12.6,9.4,11.2,25,263,4,5,1002,294.56,2.348214286
2022,Ford,Expedition 4X4,Cars,SUV: Standard,3.5,3,6,AS10,3,14.8,10.6,12.9,22,304,3,6,1301,339.27,2.356589147
2022,Ford,Expedition 4X4 (Without Stop-Start),Cars,SUV: Standard,3.5,3,6,AS10,3,15.4,11.2,13.5,21,317,3,6,1302,355.05,2.348148148
2022,Ford,Expedition Timberline 4X4,Cars,SUV: Standard,3.5,3,6,AS10,3,14.5,12.3,13.5,21,317,3,6,1303,355.05,2.348148148
2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),Cars,SUV: Standard,3.5,3,6,AS10,3,15.2,12.3,13.9,20,326,3,6,1304,365.57,2.345323741
2022,Ford,F-150,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,13.1,9.9,11.7,24,275,4,6,1315,307.71,2.35042735
2022,Ford,F-150 (Without Stop-Start),Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,13.7,10,12,24,281,4,6,1316,315.6,2.341666667
2022,Ford,F-150 4X4,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,13.5,10.3,12.1,23,284,4,6,1324,318.23,2.347107438
2022,Ford,F-150 4X4 (Without Stop-Start),Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,14.6,11,13,22,304,3,6,1325,341.9,2.338461538
2022,Ford,F-150 Raptor 4X4,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,15.8,13.2,14.6,19,344,3,6,1330,383.98,2.356164384
2022,Ford,F-150 Raptor 4X4 (Without Stop-Start),Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,16.8,13.2,15.2,19,357,2,6,1331,399.76,2.348684211
2022,Ford,F-150 Raptor 37 4X4,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,16,14.4,15.3,18,359,2,6,1332,402.39,2.346405229
2022,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,16.6,14.8,15.8,18,370,2,6,1333,415.54,2.341772152
2022,Ford,F-150 Tremor 4X4,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,14.3,11.8,13.2,21,310,3,6,1334,347.16,2.348484848
2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,14.7,11.7,13.3,21,313,3,6,1335,349.79,2.353383459
2022,Ford,F-150 Hybrid,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,9.8,9.7,9.7,29,228,5,6,1336,255.11,2.350515464
2022,Ford,F-150 Hybrid 4X4,Trucks,Pickup truck: Standard,3.5,3,6,AS10,3,10.3,10,10.2,28,238,5,6,1337,268.26,2.333333333
2022,Ford,GT,Cars,Two-seater,3.5,3,6,AM7,4,19.9,12.8,16.7,17,395,2,3,1338,439.21,2.365269461
2022,Genesis,G80 AWD,Cars,Full-size,3.5,3,6,AS8,4,14.8,9.9,12.6,22,298,4,5,1370,331.38,2.365079365
2022,Genesis,GV70 AWD,Cars,SUV: Small,3.5,3,6,AS8,4,12.9,10,11.6,24,275,4,5,1373,305.08,2.370689655
2022,Genesis,GV80 AWD,Cars,SUV: Standard,3.5,3,6,AS8,4,12.9,10.4,11.8,24,279,4,5,1375,310.34,2.36440678
2022,Honda,Odyssey,Trucks,Minivan,3.5,3,6,AS10,3,12.2,8.5,10.6,27,248,5,5,1448,278.78,2.339622642
2022,Honda,Passport AWD,Cars,SUV: Small,3.5,3,6,AS9,3,12.5,9.8,11.3,25,265,4,3,1449,297.19,2.345132743
2022,Honda,Pilot AWD,Cars,SUV: Small,3.5,3,6,AS9,3,12.4,9.3,11,26,256,5,3,1450,289.3,2.327272727
2022,Honda,Pilot AWD TrailSport,Cars,SUV: Small,3.5,3,6,AS9,3,12.3,9.5,11.1,25,260,4,3,1451,291.93,2.342342342
2022,Honda,Ridgeline AWD,Trucks,Pickup truck: Standard,3.5,3,6,AS9,3,12.8,9.9,11.5,25,271,4,3,1452,302.45,2.356521739
2022,Infiniti,QX60 AWD,Cars,SUV: Standard,3.5,3,6,AS9,4,11.9,9.5,10.8,26,253,5,5,1488,284.04,2.342592593
2022,Kia,Carnival,Trucks,Minivan,3.5,3,6,AS8,3,12,8.9,10.6,27,252,5,5,1532,278.78,2.377358491
2022,Lexus,ES 350,Cars,Mid-size,3.5,3,6,AS8,3,10.7,7.3,9.2,31,214,5,5,1585,241.96,2.326086957
2022,Lexus,ES 350 F SPORT,Cars,Mid-size,3.5,3,6,AS8,3,10.9,7.5,9.4,30,219,5,5,1586,247.22,2.329787234
2022,Lexus,IS 300 AWD,Cars,Compact,3.5,3,6,AS6,4,12.2,9,10.8,26,253,5,5,1589,284.04,2.342592593
2022,Lexus,IS 350 AWD,Cars,Compact,3.5,3,6,AS6,4,12.2,9,10.8,26,253,5,5,1590,284.04,2.342592593
2022,Lexus,LC 500h,Cars,Subcompact,3.5,3,6,AV10,4,9,7.1,8.1,35,189,6,7,1594,213.03,2.333333333
2022,Lexus,LS 500h AWD,Cars,Mid-size,3.5,3,6,AV10,4,10.1,8.1,9.2,31,216,5,7,1596,241.96,2.347826087
2022,Lexus,RC 300 AWD,Cars,Subcompact,3.5,3,6,AS6,4,12.2,9,10.8,26,253,5,5,1602,284.04,2.342592593
2022,Lexus,RC 350 AWD,Cars,Subcompact,3.5,3,6,AS6,4,12.2,9,10.8,26,253,5,5,1603,284.04,2.342592593
2022,Lexus,RX 350 AWD,Cars,SUV: Small,3.5,3,6,AS8,3,12.2,9,10.8,26,252,5,5,1605,284.04,2.333333333
2022,Lexus,RX 350 L AWD,Cars,SUV: Small,3.5,3,6,AS8,3,13.1,9.4,11.1,25,268,4,5,1606,291.93,2.414414414
2022,Lexus,RX 450h AWD,Cars,SUV: Standard,3.5,3,6,AV6,4,7.5,8.4,7.9,36,185,6,7,1607,207.77,2.341772152
2022,Lexus,RX 450h L AWD,Cars,SUV: Standard,3.5,3,6,AV6,4,8.1,8.4,8.1,35,190,6,7,1608,213.03,2.345679012
2022,Lincoln,Navigator 4X4,Cars,SUV: Standard,3.5,3,6,AS10,3,15.2,10.8,13.2,21,311,3,6,1617,347.16,2.356060606
2022,Nissan,Maxima,Cars,Mid-size,3.5,3,6,AV7,4,11.6,7.9,9.9,29,233,5,3,1730,260.37,2.353535354
2022,Nissan,Murano AWD,Cars,Station wagon: Mid-size,3.5,3,6,AV7,3,12,8.5,10.4,27,245,5,5,1731,273.52,2.355769231
2022,Nissan,Pathfinder 4WD,Cars,SUV: Small,3.5,3,6,AS9,3,11.6,9.2,10.5,27,246,5,5,1732,276.15,2.342857143
2022,Toyota,Camry XSE V6,Cars,Mid-size,3.5,3,6,AS8,3,10.7,7.4,9.2,31,215,5,5,1871,241.96,2.336956522
2022,Toyota,Camry TRD,Cars,Mid-size,3.5,3,6,AS8,3,10.8,7.6,9.4,30,220,5,5,1872,247.22,2.340425532
2022,Toyota,Highlander AWD,Cars,SUV: Small,3.5,3,6,AS8,3,11.8,8.6,10.3,27,241,5,5,1893,270.89,2.339805825
2022,Toyota,Tacoma 4WD,Trucks,Pickup truck: Small,3.5,3,6,AS6,3,13,10.5,11.8,24,278,4,5,1908,310.34,2.355932203
2022,Toyota,Tacoma 4WD,Trucks,Pickup truck: Small,3.5,3,6,M6,3,13.8,11.4,12.7,22,299,3,5,1909,334.01,2.354330709
2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Trucks,Pickup truck: Small,3.5,3,6,M6,3,13.8,11.7,12.9,22,300,3,5,1910,339.27,2.325581395
2022,Lexus,LS 500 AWD,Cars,Mid-size,3.4,3,6,AS10,4,13.8,8.7,11.2,25,270,4,5,1595,294.56,2.410714286
2022,Lexus,LX 600,Cars,SUV: Standard,3.4,3,6,AS10,4,14.2,10.8,12.7,22,298,4,5,1597,334.01,2.346456693
